
[asn.txt]                                        2008-12-14 03:45:01Z

This file contains a list of autonomous system numbers and names of all
registered ASNs.  The column on the right below contains the ARIN
database "handle" of the technical, abuse or NOC contacts for the ASN.  
Additional information may be obtained about any of the ASN contacts
in this list by querying the ARIN WHOIS server.  For questions or updates 
on this information please contact the ARIN Registration Services Hostmaster 
staff, HOSTMASTER@ARIN.NET.

AS Number               AS Name                                            POC Handles
 4936                    HC-LIB                                             JD402-ARIN (Tech)
 4937                    IAMERICA-NET                                       AF127-ARIN (Tech)
 4938                    SPRINTNET-SC                                       TS402-ARIN (Tech)
 4939                    ASN-SOLECT                                         HS3-ORG-ARIN (Tech)
 4941                    FDT                                                JL799-ARIN (Tech)
 4942                    B-NET                                              MSB7-ARIN (Tech)
 4943                    NOL-AS                                             ZN82-ARIN (Tech)
 4944                    LACNIC-4944                                        LACNIC-ARIN (Tech)
 4945                    HARRIS-SEMICONDUCTOR                               CC314-ARIN (Tech)
 4947                    IA-LA-AS                                           IAPET-ARIN (Abuse), II14-ARIN (Tech)
 4948                    AIX-NET                                            DW355-ARIN (Tech)
 4949                    UCINET-EIGRP                                       DM331-ARIN (Tech)
 4950                    ASN-SPRN-NYSERNET1                                 SPRINT-NOC-ARIN (Tech), SHS2-ARIN (Tech)
 4951                    SPRINTLINK-NYSERNET2B                              SPRINT-NOC-ARIN (Tech), SHS2-ARIN (Tech)
 4952                    CAPECOD                                            TS416-ARIN (Tech)
 4953                    BCPL                                               CO53-ARIN (Tech), BAA4-ARIN (Abuse), BDA3-ARIN (Tech)
 4954                    CARR                                               JPD34-ARIN (Tech)
 4955                    NDL                                                GB297-ARIN (Tech), HB38-ARIN (Tech)
 4956                    LOGICSYS                                           DG348-ARIN (Tech)
 4957                    VCNET                                              JR453-ARIN (Tech)
 4958                    LDSNET                                             IA185-ORG-ARIN (Tech)
 4959                    CORPCOMM                                           DK62-ARIN (Tech)
 4960                    PERNET                                             MO356-ARIN (Tech)
 4961                    APNIC-4961                                         AWC12-ARIN (Tech)
 4962                    WINKCOMM                                           BB483-ARIN (Tech)
 4963                    TEXOMA                                             LV21-ARIN (Tech), ITIAD-ARIN (Abuse), ITIMOD-ARIN (Tech)
 4964                    LACNIC-4964                                        LACNIC-ARIN (Tech)
 4965                    AMER                                               CK178-ARIN (Tech)
 4966                    PIVOT-CAPITAL                                      RNOC-ARIN (Tech)
 4967                    LACNIC-4967                                        LACNIC-ARIN (Tech)
 4971                    NWPROS                                             RS671-ARIN (Tech)
 4972                    FRITZNET2                                          RS6112-ARIN (Tech)
 4973                    FRITZNET3                                          RS6112-ARIN (Tech)
 4974                    RIPE-ASNBLOCK-4974                                 
 4975                    LASER-NET-BLOCK                                    RB208-ARIN (Tech)
 4976                    SUNGLASSES                                         JCA5-ARIN (Tech)
 4978                    GDI-NET-AS                                         RN150-ARIN (Tech)
 4979                    AS4979                                             SJS87-ARIN (Tech)
 4981                    TECLINK                                            JRA2-ARIN (Tech), ABUSE3-ARIN (Abuse), JHU140-ARIN (Tech), SWIPP-ARIN (Tech)
 4982                    JAZZIE                                             SS2177-ARIN (Tech)
 4983                    INTEL-SC-AS                                        ICE-ARIN (Tech), ABUSE323-ARIN (Abuse), ZI78-ARIN (Tech)
 4984                    INGRESS                                            MH157-ARIN (Tech)
 4986                    INTERSTAR                                          NETWO90-ARIN (Tech)
 4987                    ALOHANET2                                          CK340-ARIN (Tech), HOLHO-ARIN (Abuse)
 4988                    ALOHANET1                                          NA114-ARIN (Tech), HOLHO-ARIN (Abuse)
 4990                    AADS-MILWAUKEE2                                    MDS22-ARIN (Tech)
 4991-4994               ALERON-4991-4994                                   IPALL-ARIN (Tech), COGEN-ARIN (Abuse)
 4995                    LACNIC-4995                                        LACNIC-ARIN (Tech)
 4996                    SBI                                                JS314-ARIN (Tech)
 4997                    VELOCITUS                                          CJ283-ARIN (Tech), VNA-ARIN (Abuse), VELOC-ARIN (Tech)
 4998                    LANDE                                              JS1036-ARIN (Tech)
 4999                    SPRINTIPDIAL                                       SPRINT-NOC-ARIN (Tech), SAET-ARIN (Abuse), ARINS-ARIN (Tech), KRW1-ARIN (Tech)
 5000                    IOS-NET                                            CNSOP-ARIN (Tech)
 5001                    SONIC                                              MW61-ARIN (Tech)
 5002                    BBSATLGA                                           GD124-ARIN (Tech)
 5003                    GIGAN-2                                            GIGAN-ARIN (Tech)
 5004                    EAGLENET                                           FPW-ARIN (Tech)
 5005                    LACNIC-5005                                        LACNIC-ARIN (Tech)
 5006                    ONVOY                                              ONVOY2-ARIN (Abuse), HOSTM590-ARIN (Tech)
 5007                    COMPUTOPIA                                         AW143-ARIN (Tech)
 5009                    ADVTEL                                             IA13-ARIN (Tech), ABUSE525-ARIN (Abuse)
